original_uid,original_final_status,original_sequence_length,original_sequence_sha256,original_afdb_http_status_from_source_package,uniprot_lookup_status,uniprot_http_status,uniprot_primary_accession,uniprot_secondary_accessions_json,uniprot_entry_type,uniprot_id,organism,canonical_sequence_length,canonical_sequence_sha256,primary_differs_from_original,candidate_accessions_probed_json,afdb_v6_probe_results_json,afdb_v6_available_accessions_json,reviewed_accession_candidate,reviewed_accession_action,candidate_reason,replacement_performed,asset_generation_started,formal_assets_mutated,production_pool_mutated,production_d4_mutated,retryable,review_notes
Q702W0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,400,c8372e9790d1e4e90e3c9c54a85e9255ca2bf363d8211be846630870f98108e4,404,DIRECT_LOOKUP_SUCCESS,200,Q702W0,[],UniProtKB reviewed (Swiss-Prot),HOG1_BLAAD,Blastobotrys adeninivorans,400,c8372e9790d1e4e90e3c9c54a85e9255ca2bf363d8211be846630870f98108e4,False,"[""Q702W0""]","{""Q702W0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q705F4,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,609,21155ef045434305365dc44f891cec5a3007e376a3408b481dbdef062e259ac1,404,DIRECT_LOOKUP_SUCCESS,200,Q705F4,[],UniProtKB reviewed (Swiss-Prot),VE1_BPV6,Bos taurus papillomavirus 6,609,21155ef045434305365dc44f891cec5a3007e376a3408b481dbdef062e259ac1,False,"[""Q705F4""]","{""Q705F4"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q705G8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,626,5fb2565d3ca30158293fecef804f9fbc0f93042d6b31fc5bac02f44fd9dfc3f1,404,DIRECT_LOOKUP_SUCCESS,200,Q705G8,"[""Q8BDG5""]",UniProtKB reviewed (Swiss-Prot),VE1_BPV5,Bovine papillomavirus type 5,626,5fb2565d3ca30158293fecef804f9fbc0f93042d6b31fc5bac02f44fd9dfc3f1,False,"[""Q705G8"", ""Q8BDG5""]","{""Q705G8"": 404, ""Q8BDG5"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q70KP1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,430,5085d6d6b92edf8ee36e8f2a03165d67e8772abf4130200019b16af164f7d5b6,404,DIRECT_LOOKUP_SUCCESS,200,Q70KP1,[],UniProtKB reviewed (Swiss-Prot),HEMA_PTV10,Porcine torovirus (strain P10),430,5085d6d6b92edf8ee36e8f2a03165d67e8772abf4130200019b16af164f7d5b6,False,"[""Q70KP1""]","{""Q70KP1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q715L4,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,274,64001cbf45e628c72b8ee562025ed467e16c6403d5799df57ecd14da91b12d71,404,DIRECT_LOOKUP_SUCCESS,200,Q715L4,[],UniProtKB reviewed (Swiss-Prot),PHY_EUBRA,Eubacterium ramulus,274,64001cbf45e628c72b8ee562025ed467e16c6403d5799df57ecd14da91b12d71,False,"[""Q715L4""]","{""Q715L4"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q71TL0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,754,9e50c6e6a8add33a697970e69de01cbd8dfce02463c039c7d1dfe0ae0bf7b28c,404,DIRECT_LOOKUP_SUCCESS,200,Q71TL0,[],UniProtKB reviewed (Swiss-Prot),DAM_BPP1,Escherichia phage P1,754,9e50c6e6a8add33a697970e69de01cbd8dfce02463c039c7d1dfe0ae0bf7b28c,False,"[""Q71TL0""]","{""Q71TL0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q72CF1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,351,4d88ad84f8d11bdfe278d1a1423af47c8007ae45fe188db30964759cdcd6a69f,404,DIRECT_LOOKUP_SUCCESS,200,Q72CF1,[],UniProtKB reviewed (Swiss-Prot),SELD_NITV2,Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough),351,4d88ad84f8d11bdfe278d1a1423af47c8007ae45fe188db30964759cdcd6a69f,False,"[""Q72CF1""]","{""Q72CF1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q72XC1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,195,a546fe64de69dfcb6b691b4e80aac76804031e34c5032acfb32fd1a374896c03,404,DIRECT_LOOKUP_SUCCESS,200,Q72XC1,[],UniProtKB reviewed (Swiss-Prot),KITH_BACC1,Bacillus cereus (strain ATCC 10987 / NRS 248),195,a546fe64de69dfcb6b691b4e80aac76804031e34c5032acfb32fd1a374896c03,False,"[""Q72XC1""]","{""Q72XC1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q72XY4,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,509,e2371ef52a46b8857a0a0ed969f4807b043e29857ca0cbdba4d3c0e75d18a5a0,404,DIRECT_LOOKUP_SUCCESS,200,Q72XY4,[],UniProtKB reviewed (Swiss-Prot),GPMI_BACC1,Bacillus cereus (strain ATCC 10987 / NRS 248),509,e2371ef52a46b8857a0a0ed969f4807b043e29857ca0cbdba4d3c0e75d18a5a0,False,"[""Q72XY4""]","{""Q72XY4"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q732F6,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,450,6a3cd5a324a1c2c392e5b65afd7a130e6c93f26184245cac1ae3bd72cdfb9ffc,404,DIRECT_LOOKUP_SUCCESS,200,Q732F6,[],UniProtKB reviewed (Swiss-Prot),MURD_BACC1,Bacillus cereus (strain ATCC 10987 / NRS 248),450,6a3cd5a324a1c2c392e5b65afd7a130e6c93f26184245cac1ae3bd72cdfb9ffc,False,"[""Q732F6""]","{""Q732F6"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q732H8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,180,fe3ddd97c451a4d8de7fa803036509cba49b014e4f1adf12a9df1d846b812a45,404,DIRECT_LOOKUP_SUCCESS,200,Q732H8,[],UniProtKB reviewed (Swiss-Prot),PYRR_BACC1,Bacillus cereus (strain ATCC 10987 / NRS 248),180,fe3ddd97c451a4d8de7fa803036509cba49b014e4f1adf12a9df1d846b812a45,False,"[""Q732H8""]","{""Q732H8"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q73CE0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,510,ba19e0e188c7136d644027119e8bbeea9af42de5f3f50e518c071531815f037b,404,DIRECT_LOOKUP_SUCCESS,200,Q73CE0,[],UniProtKB reviewed (Swiss-Prot),GLPK_BACC1,Bacillus cereus (strain ATCC 10987 / NRS 248),510,ba19e0e188c7136d644027119e8bbeea9af42de5f3f50e518c071531815f037b,False,"[""Q73CE0""]","{""Q73CE0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q73DE0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,291,a40cbe7dc492c83e9a531dc8ebc55c25a7c7b1380bdfc366384ded9cfa731cfc,404,DIRECT_LOOKUP_SUCCESS,200,Q73DE0,[],UniProtKB reviewed (Swiss-Prot),QOX2_BACC1,Bacillus cereus (strain ATCC 10987 / NRS 248),291,a40cbe7dc492c83e9a531dc8ebc55c25a7c7b1380bdfc366384ded9cfa731cfc,False,"[""Q73DE0""]","{""Q73DE0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q73FB9,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,485,cc8fe995615077f7072a40f625169fa974b78623fab546c8cf56120e5b913a8e,404,DIRECT_LOOKUP_SUCCESS,200,Q73FB9,[],UniProtKB reviewed (Swiss-Prot),SYE_BACC1,Bacillus cereus (strain ATCC 10987 / NRS 248),485,cc8fe995615077f7072a40f625169fa974b78623fab546c8cf56120e5b913a8e,False,"[""Q73FB9""]","{""Q73FB9"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q73FJ3,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,424,5e47cf4fbfa0525e3134a308dcf0c8d96e17788823950d8a32243af04305d382,404,DIRECT_LOOKUP_SUCCESS,200,Q73FJ3,[],UniProtKB reviewed (Swiss-Prot),SYS_BACC1,Bacillus cereus (strain ATCC 10987 / NRS 248),424,5e47cf4fbfa0525e3134a308dcf0c8d96e17788823950d8a32243af04305d382,False,"[""Q73FJ3""]","{""Q73FJ3"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q73JP8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,354,66abcf6def2686413cbf8acd7db1c0892a96c292e51e497411d5e9bef1ca8ac8,404,DIRECT_LOOKUP_SUCCESS,200,Q73JP8,[],UniProtKB reviewed (Swiss-Prot),SELD_TREDE,Treponema denticola (strain ATCC 35405 / DSM 14222 / CIP 103919 / JCM 8153 / KCTC 15104),354,66abcf6def2686413cbf8acd7db1c0892a96c292e51e497411d5e9bef1ca8ac8,False,"[""Q73JP8""]","{""Q73JP8"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q73PQ2,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,157,09bf3152675a1f9834837d55b4951c51e3ec528661f67bd7c5175c93c003828e,404,DIRECT_LOOKUP_SUCCESS,200,Q73PQ2,[],UniProtKB reviewed (Swiss-Prot),GRDA_TREDE,Treponema denticola (strain ATCC 35405 / DSM 14222 / CIP 103919 / JCM 8153 / KCTC 15104),157,09bf3152675a1f9834837d55b4951c51e3ec528661f67bd7c5175c93c003828e,False,"[""Q73PQ2""]","{""Q73PQ2"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q74FK1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,345,332bd188e904be5ee6d730785bd061f563f861c93f159226e0906a2254f6b1bd,404,DIRECT_LOOKUP_SUCCESS,200,Q74FK1,[],UniProtKB reviewed (Swiss-Prot),SELD_GEOSL,Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA),345,332bd188e904be5ee6d730785bd061f563f861c93f159226e0906a2254f6b1bd,False,"[""Q74FK1""]","{""Q74FK1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q76RA8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,204,e155d0ed211b79f02d68353e6db64054e95f7398e63a4e212525e377aefe6397,404,DIRECT_LOOKUP_SUCCESS,200,Q76RA8,[],UniProtKB reviewed (Swiss-Prot),KTHY_VACCA,Vaccinia virus (strain Ankara),204,e155d0ed211b79f02d68353e6db64054e95f7398e63a4e212525e377aefe6397,False,"[""Q76RA8""]","{""Q76RA8"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q76RD8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,771,21d6054408a0b60a9a59a300da0397723da5c12dc3642109b40203e29f0b473c,404,DIRECT_LOOKUP_SUCCESS,200,Q76RD8,[],UniProtKB reviewed (Swiss-Prot),RIR1_VACCA,Vaccinia virus (strain Ankara),771,21d6054408a0b60a9a59a300da0397723da5c12dc3642109b40203e29f0b473c,False,"[""Q76RD8""]","{""Q76RD8"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q76RE7,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,147,ea301e41b5a7d46f41c789b22c190caf7f6efb409b6b8dead9c673de0f0bc338,404,DIRECT_LOOKUP_SUCCESS,200,Q76RE7,[],UniProtKB reviewed (Swiss-Prot),DUT_VACCA,Vaccinia virus (strain Ankara),147,ea301e41b5a7d46f41c789b22c190caf7f6efb409b6b8dead9c673de0f0bc338,False,"[""Q76RE7""]","{""Q76RE7"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q76ZT1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,333,787090781ad62354c022831d36d10a09c4fa2c495a123f2b9010c45c5f1713cd,404,DIRECT_LOOKUP_SUCCESS,200,Q76ZT1,[],UniProtKB reviewed (Swiss-Prot),MCE_VACCA,Vaccinia virus (strain Ankara),333,787090781ad62354c022831d36d10a09c4fa2c495a123f2b9010c45c5f1713cd,False,"[""Q76ZT1""]","{""Q76ZT1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q775U0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,844,6f27c2672d0d65ed8091f36b3f131809f89a6c59769456f7883b9127a9d38566,404,DIRECT_LOOKUP_SUCCESS,200,Q775U0,[],UniProtKB reviewed (Swiss-Prot),MCEL_CAMPS,Camelpox virus (strain CMS),844,6f27c2672d0d65ed8091f36b3f131809f89a6c59769456f7883b9127a9d38566,False,"[""Q775U0""]","{""Q775U0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q775Z7,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,147,b67d3091e014e2947d3408010db8b0f57112c5d96eb37e7cee3e99dad8ef65a6,404,DIRECT_LOOKUP_SUCCESS,200,Q775Z7,[],UniProtKB reviewed (Swiss-Prot),DUT_CAMPS,Camelpox virus (strain CMS),147,b67d3091e014e2947d3408010db8b0f57112c5d96eb37e7cee3e99dad8ef65a6,False,"[""Q775Z7""]","{""Q775Z7"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q77MS0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,343,62352c845c0aeec27e65252b63304c924e69355af8f86ad16a196da9cdb85f9b,404,DIRECT_LOOKUP_SUCCESS,200,Q77MS0,[],UniProtKB reviewed (Swiss-Prot),RIR2_GAHVM,Gallid herpesvirus 2 (strain Chicken/Md5/ATCC VR-987),343,62352c845c0aeec27e65252b63304c924e69355af8f86ad16a196da9cdb85f9b,False,"[""Q77MS0""]","{""Q77MS0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q77MS1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,822,b57e1fc5af96e50a258c2fd09528945d1d840202e1a09fd43c388918277633f3,404,DIRECT_LOOKUP_SUCCESS,200,Q77MS1,[],UniProtKB reviewed (Swiss-Prot),RIR1_GAHVM,Gallid herpesvirus 2 (strain Chicken/Md5/ATCC VR-987),822,b57e1fc5af96e50a258c2fd09528945d1d840202e1a09fd43c388918277633f3,False,"[""Q77MS1""]","{""Q77MS1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q77TG7,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,204,e155d0ed211b79f02d68353e6db64054e95f7398e63a4e212525e377aefe6397,404,DIRECT_LOOKUP_SUCCESS,200,Q77TG7,[],UniProtKB reviewed (Swiss-Prot),KTHY_VACCT,Vaccinia virus (strain Tian Tan),204,e155d0ed211b79f02d68353e6db64054e95f7398e63a4e212525e377aefe6397,False,"[""Q77TG7""]","{""Q77TG7"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7LZG1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,181,b1d671601584c5b5c331aa922a7686a57089ced6cd1101d0f4c5142f220bf3d7,404,DIRECT_LOOKUP_SUCCESS,200,Q7LZG1,"[""Q7LZ27""]",UniProtKB reviewed (Swiss-Prot),ACES_NAJOX,Naja oxiana,181,b1d671601584c5b5c331aa922a7686a57089ced6cd1101d0f4c5142f220bf3d7,False,"[""Q7LZG1"", ""Q7LZ27""]","{""Q7LZG1"": 404, ""Q7LZ27"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7T6X3,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,573,7f65dfaee6a79249b9a452200965584cd31226346f2ed92e1788631a7f4bda21,000,DIRECT_LOOKUP_SUCCESS,200,Q7T6X3,[],UniProtKB reviewed (Swiss-Prot),YR563_MIMIV,Acanthamoeba polyphaga mimivirus,573,7f65dfaee6a79249b9a452200965584cd31226346f2ed92e1788631a7f4bda21,False,"[""Q7T6X3""]","{""Q7T6X3"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7T6X6,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,606,d2ed22020593f186fdc9c97b724a05a60e267121e3cc9ce9a6b00cd5330456ed,404,DIRECT_LOOKUP_SUCCESS,200,Q7T6X6,[],UniProtKB reviewed (Swiss-Prot),GFAT_MIMIV,Acanthamoeba polyphaga mimivirus,606,d2ed22020593f186fdc9c97b724a05a60e267121e3cc9ce9a6b00cd5330456ed,False,"[""Q7T6X6""]","{""Q7T6X6"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7T6Y1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,276,fa4efd2f8403f382990ebf9218d5373a78f7177455b9408cc8630aa3f47b1362,404,DIRECT_LOOKUP_SUCCESS,200,Q7T6Y1,[],UniProtKB reviewed (Swiss-Prot),YR436_MIMIV,Acanthamoeba polyphaga mimivirus,276,fa4efd2f8403f382990ebf9218d5373a78f7177455b9408cc8630aa3f47b1362,False,"[""Q7T6Y1""]","{""Q7T6Y1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7T6Y8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,881,c2e94526f6ec0d110d83248671c1a1c9363b4267e72ac705e5806ab76cee3460,404,DIRECT_LOOKUP_SUCCESS,200,Q7T6Y8,[],UniProtKB reviewed (Swiss-Prot),RIR1_MIMIV,Acanthamoeba polyphaga mimivirus,881,c2e94526f6ec0d110d83248671c1a1c9363b4267e72ac705e5806ab76cee3460,False,"[""Q7T6Y8""]","{""Q7T6Y8"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7T6Y9,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,417,63ed039f61561c4e750cf3535d6b790aa794760f2597947ee1b1efcf59718b86,404,DIRECT_LOOKUP_SUCCESS,200,Q7T6Y9,[],UniProtKB reviewed (Swiss-Prot),RIR2_MIMIV,Acanthamoeba polyphaga mimivirus,417,63ed039f61561c4e750cf3535d6b790aa794760f2597947ee1b1efcf59718b86,False,"[""Q7T6Y9""]","{""Q7T6Y9"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7VNG0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,346,72fd233512c8e83f45510e06faa8a6184aa73e6475c5cf3347caa158b9649d04,404,DIRECT_LOOKUP_SUCCESS,200,Q7VNG0,[],UniProtKB reviewed (Swiss-Prot),SELD_HAEDU,Haemophilus ducreyi (strain 35000HP / ATCC 700724),346,72fd233512c8e83f45510e06faa8a6184aa73e6475c5cf3347caa158b9649d04,False,"[""Q7VNG0""]","{""Q7VNG0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7X2N3,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,811,0342b5fedde3f8b5fb1604f80a5857d5c1fe1007c8fda0d3d1433c7b96074e1b,404,DIRECT_LOOKUP_SUCCESS,200,Q7X2N3,[],UniProtKB reviewed (Swiss-Prot),SYV_SPHEL,Sphingomonas elodea,811,0342b5fedde3f8b5fb1604f80a5857d5c1fe1007c8fda0d3d1433c7b96074e1b,False,"[""Q7X2N3""]","{""Q7X2N3"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q7Y4Y9,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,244,10bec76e68b0baa4a0ef830e7e8aa075468b82c9b01968018893bca6123e323f,404,DIRECT_LOOKUP_SUCCESS,200,Q7Y4Y9,[],UniProtKB reviewed (Swiss-Prot),DNMK_BPR69,Escherichia phage RB69,244,10bec76e68b0baa4a0ef830e7e8aa075468b82c9b01968018893bca6123e323f,False,"[""Q7Y4Y9""]","{""Q7Y4Y9"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q802F2,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,193,a81cc37b59e511fc8afd4435a113e60b3e682907d439e5782cf32d7925b4f8cb,404,DIRECT_LOOKUP_SUCCESS,200,Q802F2,"[""Q0Z8S3""]",UniProtKB reviewed (Swiss-Prot),SELTA_DANRE,Danio rerio,193,a81cc37b59e511fc8afd4435a113e60b3e682907d439e5782cf32d7925b4f8cb,False,"[""Q802F2"", ""Q0Z8S3""]","{""Q802F2"": 404, ""Q0Z8S3"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q802G6,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,110,5c56efd8926c7ed159a29aa466560d9752c2940dfd6a156c3f5e7fb9f0ac15bb,404,DIRECT_LOOKUP_SUCCESS,200,Q802G6,"[""Q6NWX6""]",UniProtKB reviewed (Swiss-Prot),MSB1A_DANRE,Danio rerio,110,5c56efd8926c7ed159a29aa466560d9752c2940dfd6a156c3f5e7fb9f0ac15bb,False,"[""Q802G6"", ""Q6NWX6""]","{""Q802G6"": 404, ""Q6NWX6"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q804E1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,248,104059cb8d9df65610857a077a577e445387cd4298391aea85d60494cc22910c,404,DIRECT_LOOKUP_SUCCESS,200,Q804E1,[],UniProtKB reviewed (Swiss-Prot),IOD1_FUNHE,Fundulus heteroclitus,248,104059cb8d9df65610857a077a577e445387cd4298391aea85d60494cc22910c,False,"[""Q804E1""]","{""Q804E1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
Q805H4,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,312,c16f85fc85921c0fa938db97bd8420bc0c57f6779637ba53dade27e66d35b4f1,404,DIRECT_LOOKUP_SUCCESS,200,Q805H4,"[""O90238"", ""Q6DMP3"", ""Q80QL6"", ""Q80QL7"", ""Q80QL8"", ""Q80QL9""]",UniProtKB reviewed (Swiss-Prot),REP_PCV1,Porcine circovirus 1,312,c16f85fc85921c0fa938db97bd8420bc0c57f6779637ba53dade27e66d35b4f1,False,"[""Q805H4"", ""O90238"", ""Q6DMP3"", ""Q80QL6"", ""Q80QL7"", ""Q80QL8"", ""Q80QL9""]","{""Q805H4"": 404, ""O90238"": 404, ""Q6DMP3"": 404, ""Q80QL6"": 404, ""Q80QL7"": 404, ""Q80QL8"": 404, ""Q80QL9"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
