UniprotID,original_uid,uniprot_query_status,primary_accession,secondary_accessions,canonical_or_isoform,organism,sequence_length,afdb_primary_probe_status,afdb_secondary_probe_status,reviewed_accession_candidate,reviewed_accession_action,review_notes
P80659,P80659,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80701,P80701,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80994,P80994,,,,,,171,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81011,P81011,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81012,P81012,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81098,P81098,,,,,,18,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81107,P81107,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81123,P81123,,,,,,81,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81173,P81173,,,,,,13,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81174,P81174,,,,,,648,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81185,P81185,,,,,,30,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81337,P81337,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81340,P81340,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81344,P81344,,,,,,24,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81346,P81346,,,,,,20,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81347,P81347,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81348,P81348,,,,,,19,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81356,P81356,,,,,,29,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81357,P81357,,,,,,22,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81420,P81420,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81643,P81643,,,,,,25,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81663,P81663,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81895,P81895,,,,,,19,404,,,,AFDB v6 structure could not be fetched for the original UID.
P81896,P81896,,,,,,20,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82607,P82607,,,,,,54,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82608,P82608,,,,,,32,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82609,P82609,,,,,,18,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82679,P82679,,,,,,31,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82809,P82809,,,,,,322,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82810,P82810,,,,,,125,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82816,P82816,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82858,P82858,,,,,,8,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82893,P82893,,,,,,70,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82996,P82996,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P82999,P82999,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83000,P83000,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83049,P83049,,,,,,134,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83077,P83077,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83127,P83127,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83200,P83200,,,,,,16,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83246,P83246,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83329,P83329,,,,,,17,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83373,P83373,,,,,,339,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83564,P83564,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83601,P83601,,,,,,18,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83645,P83645,,,,,,190,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83662,P83662,,,,,,138,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83682,P83682,,,,,,154,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83708,P83708,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83712,P83712,,,,,,33,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83715,P83715,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83726,P83726,,,,,,20,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83813,P83813,,,,,,196,404,,,,AFDB v6 structure could not be fetched for the original UID.
P83855,P83855,,,,,,21,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84178,P84178,,,,,,64,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84390,P84390,,,,,,382,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84391,P84391,,,,,,594,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84472,P84472,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84474,P84474,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84475,P84475,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84520,P84520,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84532,P84532,,,,,,13,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84533,P84533,,,,,,13,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84534,P84534,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84540,P84540,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84544,P84544,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84545,P84545,,,,,,11,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84547,P84547,,,,,,11,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84722,P84722,,,,,,71,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84752,P84752,,,,,,361,404,,,,AFDB v6 structure could not be fetched for the original UID.
P84819,P84819,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85026,P85026,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85085,P85085,,,,,,55,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85317,P85317,,,,,,89,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85332,P85332,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85333,P85333,,,,,,13,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85335,P85335,,,,,,8,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85346,P85346,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85347,P85347,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85348,P85348,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85349,P85349,,,,,,8,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85351,P85351,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85362,P85362,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85432,P85432,,,,,,13,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85434,P85434,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85931,P85931,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85940,P85940,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85957,P85957,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85976,P85976,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85994,P85994,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85995,P85995,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85996,P85996,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P85998,P85998,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86000,P86000,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86002,P86002,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86003,P86003,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86004,P86004,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86006,P86006,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86007,P86007,,,,,,13,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86008,P86008,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86054,P86054,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86055,P86055,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86056,P86056,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86057,P86057,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86062,P86062,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86064,P86064,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86066,P86066,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86067,P86067,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86517,P86517,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86542,P86542,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86699,P86699,,,,,,223,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86833,P86833,,,,,,28,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86974,P86974,,,,,,122,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86978,P86978,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P86980,P86980,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P87630,P87630,,,,,,147,404,,,,AFDB v6 structure could not be fetched for the original UID.
P87691,P87691,,,,,,648,404,,,,AFDB v6 structure could not be fetched for the original UID.
P89079,P89079,,,,,,125,404,,,,AFDB v6 structure could not be fetched for the original UID.
P89436,P89436,,,,,,518,404,,,,AFDB v6 structure could not be fetched for the original UID.
P89446,P89446,,,,,,376,404,,,,AFDB v6 structure could not be fetched for the original UID.
P89469,P89469,,,,,,369,404,,,,AFDB v6 structure could not be fetched for the original UID.
P90463,P90463,,,,,,337,404,,,,AFDB v6 structure could not be fetched for the original UID.
P93400,P93400,,,,,,808,404,,,,AFDB v6 structure could not be fetched for the original UID.
P93906,P93906,,,,,,458,404,,,,AFDB v6 structure could not be fetched for the original UID.
P93936,P93936,,,,,,444,404,,,,AFDB v6 structure could not be fetched for the original UID.
P97364,P97364,,,,,,452,404,,,,AFDB v6 structure could not be fetched for the original UID.
P99504,P99504,,,,,,546,404,,,,AFDB v6 structure could not be fetched for the original UID.
P9WEE7,P9WEE7,,,,,,348,404,,,,AFDB v6 structure could not be fetched for the original UID.
P9WEE8,P9WEE8,,,,,,510,404,,,,AFDB v6 structure could not be fetched for the original UID.
P9WEF0,P9WEF0,,,,,,591,404,,,,AFDB v6 structure could not be fetched for the original UID.
P9WEF1,P9WEF1,,,,,,524,404,,,,AFDB v6 structure could not be fetched for the original UID.
P9WEF2,P9WEF2,,,,,,419,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q00030,Q00030,,,,,,326,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q00094,Q00094,,,,,,962,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q00095,Q00095,,,,,,673,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q00097,Q00097,,,,,,380,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q00098,Q00098,,,,,,387,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q00277,Q00277,,,,,,169,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q00901,Q00901,,,,,,244,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q01034,Q01034,,,,,,287,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q01037,Q01037,,,,,,767,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q01038,Q01038,,,,,,305,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q01225,Q01225,,,,,,219,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q01319,Q01319,,,,,,314,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q01511,Q01511,,,,,,260,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q02048,Q02048,,,,,,604,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q02049,Q02049,,,,,,604,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q02261,Q02261,,,,,,646,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q02262,Q02262,,,,,,648,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q02512,Q02512,,,,,,609,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q02513,Q02513,,,,,,52,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q03321,Q03321,,,,,,427,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q03328,Q03328,,,,,,328,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q04543,Q04543,,,,,,345,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05101,Q05101,,,,,,402,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05111,Q05111,,,,,,605,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05112,Q05112,,,,,,631,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05133,Q05133,,,,,,646,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05134,Q05134,,,,,,604,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05135,Q05135,,,,,,602,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05259,Q05259,,,,,,243,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05262,Q05262,,,,,,682,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05554,Q05554,,,,,,443,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05579,Q05579,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05879,Q05879,,,,,,186,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05880,Q05880,,,,,,185,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05984,Q05984,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05985,Q05985,,,,,,443,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05987,Q05987,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05988,Q05988,,,,,,447,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05989,Q05989,,,,,,446,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05991,Q05991,,,,,,447,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05993,Q05993,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q05995,Q05995,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q06095,Q06095,,,,,,376,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q06259,Q06259,,,,,,126,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q07275,Q07275,,,,,,278,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q07494,Q07494,,,,,,984,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q07846,Q07846,,,,,,599,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q07847,Q07847,,,,,,618,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q07848,Q07848,,,,,,598,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q08097,Q08097,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q08317,Q08317,,,,,,446,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q08436,Q08436,,,,,,956,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q08512,Q08512,,,,,,287,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q08513,Q08513,,,,,,89,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q09136,Q09136,,,,,,385,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q0E592,Q0E592,,,,,,978,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q0EF98,Q0EF98,,,,,,190,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q0EF99,Q0EF99,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q0EFA0,Q0EFA0,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q0QF17,Q0QF17,,,,,,551,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q0ZB81,Q0ZB81,,,,,,364,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q0ZME8,Q0ZME8,,,,,,385,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q12TR2,Q12TR2,,,,,,497,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q14EB1,Q14EB1,,,,,,385,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q16881,Q16881,,,,,,649,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q17745,Q17745,,,,,,667,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q17QM4,Q17QM4,,,,,,397,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q182I1,Q182I1,,,,,,348,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q18LD0,Q18LD0,,,,,,512,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q18LE8,Q18LE8,,,,,,356,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q18TV3,Q18TV3,,,,,,496,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q196Z3,Q196Z3,,,,,,240,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q196Z5,Q196Z5,,,,,,630,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q197B2,Q197B2,,,,,,376,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q197F0,Q197F0,,,,,,559,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q19A54,Q19A54,,,,,,320,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q19QT7,Q19QT7,,,,,,405,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q1H5H1,Q1H5H1,,,,,,195,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q1HVD1,Q1HVD1,,,,,,607,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q1LU65,Q1LU65,,,,,,821,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q1LU70,Q1LU70,,,,,,385,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q1LVN8,Q1LVN8,,,,,,692,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q1WNZ7,Q1WNZ7,,,,,,799,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q24739,Q24739,,,,,,668,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q24MI3,Q24MI3,,,,,,496,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q26547,Q26547,,,,,,240,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q27655,Q27655,,,,,,431,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q29236,Q29236,,,,,,104,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q29318,Q29318,,,,,,97,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q2HR67,Q2HR67,,,,,,792,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q2HR78,Q2HR78,,,,,,295,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q2HRC6,Q2HRC6,,,,,,210,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q2N2K0,Q2N2K0,,,,,,319,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q2NIH4,Q2NIH4,,,,,,303,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q2QEI3,Q2QEI3,,,,,,252,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q31669,Q31669,,,,,,468,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q31672,Q31672,,,,,,469,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q31750,Q31750,,,,,,469,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32016,Q32016,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32026,Q32026,,,,,,460,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32040,Q32040,,,,,,465,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32663,Q32663,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32668,Q32668,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32770,Q32770,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32890,Q32890,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32G86,Q32G86,,,,,,319,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q32QL6,Q32QL6,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q33015,Q33015,,,,,,440,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q331T7,Q331T7,,,,,,358,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q33245,Q33245,,,,,,465,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q33323,Q33323,,,,,,469,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q33369,Q33369,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q33528,Q33528,,,,,,469,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q37282,Q37282,,,,,,469,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q37897,Q37897,,,,,,321,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q38156,Q38156,,,,,,238,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q38167,Q38167,,,,,,244,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q38424,Q38424,,,,,,698,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q38433,Q38433,,,,,,698,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q38771,Q38771,,,,,,447,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q39RJ9,Q39RJ9,,,,,,343,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3A9J4,Q3A9J4,,,,,,435,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3A9J5,Q3A9J5,,,,,,156,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3AAF7,Q3AAF7,,,,,,343,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3KSQ2,Q3KSQ2,,,,,,607,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3KST7,Q3KST7,,,,,,278,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3KSU5,Q3KSU5,,,,,,826,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3L6L5,Q3L6L5,,,,,,699,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3MHL9,Q3MHL9,,,,,,116,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3YPH4,Q3YPH4,,,,,,671,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q3ZK57,Q3ZK57,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q45UF7,Q45UF7,,,,,,719,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q46464,Q46464,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q46E72,Q46E72,,,,,,458,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEG9,Q4AEG9,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH0,Q4AEH0,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH1,Q4AEH1,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH2,Q4AEH2,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH3,Q4AEH3,,,,,,226,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH4,Q4AEH4,,,,,,226,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH5,Q4AEH5,,,,,,226,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH7,Q4AEH7,,,,,,190,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH8,Q4AEH8,,,,,,190,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEH9,Q4AEH9,,,,,,190,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEI0,Q4AEI0,,,,,,190,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEI1,Q4AEI1,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEI2,Q4AEI2,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4AEI3,Q4AEI3,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4F8H9,Q4F8H9,,,,,,347,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4F8I0,Q4F8I0,,,,,,307,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4JQV6,Q4JQV6,,,,,,775,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4JQV7,Q4JQV7,,,,,,306,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4JQW2,Q4JQW2,,,,,,301,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4JQW7,Q4JQW7,,,,,,396,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q4QNZ0,Q4QNZ0,,,,,,347,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q51892,Q51892,,,,,,289,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q52KJ8,Q52KJ8,,,,,,116,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q56775,Q56775,,,,,,349,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q575S9,Q575S9,,,,,,179,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q58617,Q58617,,,,,,578,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q58DK4,Q58DK4,,,,,,578,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q58DL1,Q58DL1,,,,,,354,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q58MU6,Q58MU6,,,,,,233,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q59680,Q59680,,,,,,335,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5HSS7,Q5HSS7,,,,,,340,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5I128,Q5I128,,,,,,318,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5I137,Q5I137,,,,,,299,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5I139,Q5I139,,,,,,297,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5I143,Q5I143,,,,,,182,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5I145,Q5I145,,,,,,320,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5I146,Q5I146,,,,,,325,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5I3B1,Q5I3B1,,,,,,301,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5I3B2,Q5I3B2,,,,,,269,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5IS82,Q5IS82,,,,,,825,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5MQD1,Q5MQD1,,,,,,386,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5NV96,Q5NV96,,,,,,397,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5NVA2,Q5NVA2,,,,,,499,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5PU49,Q5PU49,,,,,,674,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5QQ46,Q5QQ46,,,,,,528,404,,,,AFDB v6 structure could not be fetched for the original UID.
